,Latitude,Longitude,Region,Type,Collection Date,d2H,d18O,D17O,d2H_Analytical_SD,d18O_Analytical_SD
Country Code,29.85,-114.5367819,North Mexico,Tap,1/1/01,-64.03500366,-8.19299984,,,
Country Code,29.85,-112.5367819,North Mexico,Tap,1/1/01,-57.11999893,-7.571000099,,,
Country Code,29.85,-112.2867819,North Mexico,Tap,1/1/01,-56.04700089,-7.471000195,,,
Country Code,29.85,-112.0367819,North Mexico,Tap,1/1/01,-55.01900101,-7.374000072,,,
Country Code,29.85,-111.7867819,North Mexico,Tap,1/1/01,-54.06700134,-7.285999775,,,
Country Code,29.85,-111.5367819,North Mexico,Tap,1/1/01,-53.22399902,-7.208000183,,,
Country Code,29.85,-111.2867819,North Mexico,Tap,1/1/01,-52.52299881,-7.144999981,,,
Country Code,29.85,-111.0367819,North Mexico,Tap,1/1/01,-51.98899841,-7.099999905,,,
Country Code,29.85,-110.7867819,North Mexico,Tap,1/1/01,-51.63800049,-7.073999882,,,
Country Code,29.85,-110.5367819,North Mexico,Tap,1/1/01,-51.47399902,-7.06799984,,,
Country Code,29.85,-110.2867819,North Mexico,Tap,1/1/01,-51.48699951,-7.080999851,,,
Country Code,29.85,-110.0367819,North Mexico,Tap,1/1/01,-51.63299942,-7.110000134,,,
Country Code,29.85,-109.7867819,North Mexico,Tap,1/1/01,-51.93700027,-7.15199995,,,
Country Code,29.85,-109.5367819,North Mexico,Tap,1/1/01,-52.34400177,-7.203000069,,,
Country Code,29.85,-109.2867819,North Mexico,Tap,1/1/01,-52.79999924,-7.261000156,,,
Country Code,29.85,-109.0367819,North Mexico,Tap,1/1/01,-53.31000137,-7.320000172,,,
Country Code,29.85,-108.7867819,North Mexico,Tap,1/1/01,-53.86600113,-7.381999969,,,
Country Code,29.85,-108.5367819,North Mexico,Tap,1/1/01,-54.43000031,-7.44299984,,,
Country Code,29.85,-108.2867819,North Mexico,Tap,1/1/01,-54.98600006,-7.500999928,,,
Country Code,29.85,-108.0367819,North Mexico,Tap,1/1/01,-55.56299973,-7.554999828,,,
Country Code,29.85,-107.7867819,North Mexico,Tap,1/1/01,-56.17699814,-7.605000019,,,
Country Code,29.85,-107.5367819,North Mexico,Tap,1/1/01,-56.57799911,-7.645999908,,,
Country Code,29.85,-107.2867819,North Mexico,Tap,1/1/01,-56.88999939,-7.678999901,,,
Country Code,29.85,-107.0367819,North Mexico,Tap,1/1/01,-57.09600067,-7.699999809,,,
Country Code,29.85,-106.7867819,North Mexico,Tap,1/1/01,-57.1969986,-7.705999851,,,
Country Code,29.85,-106.5367819,North Mexico,Tap,1/1/01,-57.14599991,-7.698999882,,,
Country Code,29.85,-106.2867819,North Mexico,Tap,1/1/01,-56.95100021,-7.675000191,,,
Country Code,29.85,-106.0367819,North Mexico,Tap,1/1/01,-56.61800003,-7.636000156,,,
Country Code,29.85,-105.7867819,North Mexico,Tap,1/1/01,-56.19100189,-7.584000111,,,
Country Code,29.85,-105.5367819,North Mexico,Tap,1/1/01,-55.66600037,-7.525000095,,,
Country Code,29.85,-105.2867819,North Mexico,Tap,1/1/01,-55.09899902,-7.46600008,,,
Country Code,29.85,-105.0367819,North Mexico,Tap,1/1/01,-54.52299881,-7.413000107,,,
Country Code,29.85,-104.7867819,North Mexico,Tap,1/1/01,-53.95299911,-7.366000175,,,
Country Code,29.85,-102.2867819,North Mexico,Tap,1/1/01,-48.65299988,-7.103000164,,,
Country Code,29.6,-115.2867819,North Mexico,Tap,1/1/01,-62.93999863,-8.093999863,,,
Country Code,29.6,-115.0367819,North Mexico,Tap,1/1/01,-62.85900116,-8.090000153,,,
Country Code,29.6,-114.7867819,North Mexico,Tap,1/1/01,-62.64300156,-8.074000359,,,
Country Code,29.6,-114.5367819,North Mexico,Tap,1/1/01,-62.29199982,-8.045000076,,,
Country Code,29.6,-114.2867819,North Mexico,Tap,1/1/01,-61.80799866,-8.00399971,,,
Country Code,29.6,-112.2867819,North Mexico,Tap,1/1/01,-54.5929985,-7.330999851,,,
Country Code,29.6,-112.0367819,North Mexico,Tap,1/1/01,-53.57600021,-7.230000019,,,
Country Code,29.6,-111.7867819,North Mexico,Tap,1/1/01,-52.63100052,-7.136000156,,,
Country Code,29.6,-111.5367819,North Mexico,Tap,1/1/01,-51.79800034,-7.052999973,,,
Country Code,29.6,-111.2867819,North Mexico,Tap,1/1/01,-51.11500168,-6.986999989,,,
Country Code,29.6,-111.0367819,North Mexico,Tap,1/1/01,-50.61399841,-6.941999912,,,
Country Code,29.6,-110.7867819,North Mexico,Tap,1/1/01,-50.31600189,-6.920000076,,,
Country Code,29.6,-110.5367819,North Mexico,Tap,1/1/01,-50.20700073,-6.921999931,,,
Country Code,29.6,-110.2867819,North Mexico,Tap,1/1/01,-50.29700089,-6.947000027,,,
Country Code,29.6,-110.0367819,North Mexico,Tap,1/1/01,-50.56800079,-6.988999844,,,
Country Code,29.6,-109.7867819,North Mexico,Tap,1/1/01,-50.97299957,-7.045000076,,,
Country Code,29.6,-109.5367819,North Mexico,Tap,1/1/01,-51.45399857,-7.111000061,,,
Country Code,29.6,-109.2867819,North Mexico,Tap,1/1/01,-51.99900055,-7.179999828,,,
Country Code,29.6,-109.0367819,North Mexico,Tap,1/1/01,-52.59799957,-7.250999928,,,
Country Code,29.6,-108.7867819,North Mexico,Tap,1/1/01,-53.20999908,-7.321000099,,,
Country Code,29.6,-108.5367819,North Mexico,Tap,1/1/01,-53.81600189,-7.387000084,,,
Country Code,29.6,-108.2867819,North Mexico,Tap,1/1/01,-54.45999908,-7.451000214,,,
Country Code,29.6,-108.0367819,North Mexico,Tap,1/1/01,-54.99100113,-7.506000042,,,
Country Code,29.6,-107.7867819,North Mexico,Tap,1/1/01,-55.61399841,-7.55700016,,,
Country Code,29.6,-107.5367819,North Mexico,Tap,1/1/01,-56.00400162,-7.59800005,,,
Country Code,29.6,-107.2867819,North Mexico,Tap,1/1/01,-56.29999924,-7.629000187,,,
Country Code,29.6,-107.0367819,North Mexico,Tap,1/1/01,-56.48799896,-7.649000168,,,
Country Code,29.6,-106.7867819,North Mexico,Tap,1/1/01,-56.55400085,-7.656000137,,,
Country Code,29.6,-106.5367819,North Mexico,Tap,1/1/01,-56.49900055,-7.644999981,,,
Country Code,29.6,-106.2867819,North Mexico,Tap,1/1/01,-56.2820015,-7.617000103,,,
Country Code,29.6,-106.0367819,North Mexico,Tap,1/1/01,-55.91199875,-7.566999912,,,
Country Code,29.6,-105.7867819,North Mexico,Tap,1/1/01,-55.41799927,-7.5,,,
Country Code,29.6,-105.5367819,North Mexico,Tap,1/1/01,-54.875,-7.427999973,,,
Country Code,29.6,-105.2867819,North Mexico,Tap,1/1/01,-54.29299927,-7.359000206,,,
Country Code,29.6,-105.0367819,North Mexico,Tap,1/1/01,-53.72999954,-7.302000046,,,
Country Code,29.6,-104.7867819,North Mexico,Tap,1/1/01,-53.12200165,-7.256999969,,,
Country Code,29.6,-104.5367819,North Mexico,Tap,1/1/01,-52.5870018,-7.22300005,,,
Country Code,29.6,-102.5367819,North Mexico,Tap,1/1/01,-48.6269989,-7.06400013,,,
Country Code,29.6,-102.2867819,North Mexico,Tap,1/1/01,-48.08499908,-7.034999847,,,
Country Code,29.6,-102.0367819,North Mexico,Tap,1/1/01,-47.54899979,-7.004000187,,,
Country Code,29.6,-101.7867819,North Mexico,Tap,1/1/01,-47.03499985,-6.973999977,,,
Country Code,29.6,-101.5367819,North Mexico,Tap,1/1/01,-46.56399918,-6.946000099,,,
Country Code,29.35,-114.7867819,North Mexico,Tap,1/1/01,-61.10599899,-7.949999809,,,
Country Code,29.35,-114.5367819,North Mexico,Tap,1/1/01,-60.7480011,-7.920000076,,,
Country Code,29.35,-114.2867819,North Mexico,Tap,1/1/01,-60.27000046,-7.879000187,,,
Country Code,29.35,-114.0367819,North Mexico,Tap,1/1/01,-59.67699814,-7.826000214,,,
Country Code,29.35,-113.7867819,North Mexico,Tap,1/1/01,-58.97299957,-7.762000084,,,
Country Code,29.35,-112.2867819,North Mexico,Tap,1/1/01,-53.17200089,-7.18900013,,,
Country Code,29.35,-112.0367819,North Mexico,Tap,1/1/01,-52.13199997,-7.078000069,,,
Country Code,29.35,-111.7867819,North Mexico,Tap,1/1/01,-51.15800095,-6.97300005,,,
Country Code,29.35,-111.5367819,North Mexico,Tap,1/1/01,-50.29700089,-6.880000114,,,
Country Code,29.35,-111.2867819,North Mexico,Tap,1/1/01,-49.60100174,-6.806000233,,,
Country Code,29.35,-111.0367819,North Mexico,Tap,1/1/01,-49.08100128,-6.756000042,,,
Country Code,29.35,-110.7867819,North Mexico,Tap,1/1/01,-48.8409996,-6.737999916,,,
Country Code,29.35,-110.5367819,North Mexico,Tap,1/1/01,-48.82699966,-6.751999855,,,
Country Code,29.35,-110.2867819,North Mexico,Tap,1/1/01,-49.04600143,-6.791999817,,,
Country Code,29.35,-110.0367819,North Mexico,Tap,1/1/01,-49.44800186,-6.854000092,,,
Country Code,29.35,-109.7867819,North Mexico,Tap,1/1/01,-49.97000122,-6.929999828,,,
Country Code,29.35,-109.5367819,North Mexico,Tap,1/1/01,-50.57500076,-7.013000011,,,
Country Code,29.35,-109.2867819,North Mexico,Tap,1/1/01,-51.24499893,-7.098999977,,,
Country Code,29.35,-109.0367819,North Mexico,Tap,1/1/01,-51.93700027,-7.183000088,,,
Country Code,29.35,-108.7867819,North Mexico,Tap,1/1/01,-52.62400055,-7.263999939,,,
Country Code,29.35,-108.5367819,North Mexico,Tap,1/1/01,-53.28499985,-7.337999821,,,
Country Code,29.35,-108.2867819,North Mexico,Tap,1/1/01,-53.97600174,-7.407999992,,,
Country Code,29.35,-108.0367819,North Mexico,Tap,1/1/01,-54.68799973,-7.468999863,,,
Country Code,29.35,-107.7867819,North Mexico,Tap,1/1/01,-55.16999817,-7.520999908,,,
Country Code,29.35,-107.5367819,North Mexico,Tap,1/1/01,-55.56399918,-7.563000202,,,
Country Code,29.35,-107.2867819,North Mexico,Tap,1/1/01,-55.85699844,-7.59499979,,,
Country Code,29.35,-107.0367819,North Mexico,Tap,1/1/01,-56.04299927,-7.617000103,,,
Country Code,29.35,-106.7867819,North Mexico,Tap,1/1/01,-56.10800171,-7.626999855,,,
Country Code,29.35,-106.5367819,North Mexico,Tap,1/1/01,-56.04299927,-7.618000031,,,
Country Code,29.35,-106.2867819,North Mexico,Tap,1/1/01,-55.80500031,-7.585999966,,,
Country Code,29.35,-106.0367819,North Mexico,Tap,1/1/01,-55.3730011,-7.520999908,,,
Country Code,29.35,-105.7867819,North Mexico,Tap,1/1/01,-54.77899933,-7.427999973,,,
Country Code,29.35,-105.5367819,North Mexico,Tap,1/1/01,-54.13800049,-7.328000069,,,
Country Code,29.35,-105.2867819,North Mexico,Tap,1/1/01,-53.48199844,-7.239999771,,,
Country Code,29.35,-105.0367819,North Mexico,Tap,1/1/01,-52.88899994,-7.173999786,,,
Country Code,29.35,-104.7867819,North Mexico,Tap,1/1/01,-52.35400009,-7.135000229,,,
Country Code,29.35,-104.5367819,North Mexico,Tap,1/1/01,-51.88499832,-7.111000061,,,
Country Code,29.35,-104.2867819,North Mexico,Tap,1/1/01,-51.45100021,-7.09800005,,,
Country Code,29.35,-102.7867819,North Mexico,Tap,1/1/01,-48.70299911,-7.027999878,,,
Country Code,29.35,-102.5367819,North Mexico,Tap,1/1/01,-48.13499832,-7,,,
Country Code,29.35,-102.2867819,North Mexico,Tap,1/1/01,-47.54499817,-6.96600008,,,
Country Code,29.35,-102.0367819,North Mexico,Tap,1/1/01,-46.94499969,-6.928999901,,,
Country Code,29.35,-101.7867819,North Mexico,Tap,1/1/01,-46.35300064,-6.889999866,,,
Country Code,29.35,-101.5367819,North Mexico,Tap,1/1/01,-45.79600143,-6.853000164,,,
Country Code,29.35,-101.2867819,North Mexico,Tap,1/1/01,-45.31100082,-6.821000099,,,
Country Code,29.35,-101.0367819,North Mexico,Tap,1/1/01,-44.9640007,-6.800000191,,,
Country Code,29.1,-114.5367819,North Mexico,Tap,1/1/01,-59.39300156,-7.815000057,,,
Country Code,29.1,-114.2867819,North Mexico,Tap,1/1/01,-58.91799927,-7.771999836,,,
Country Code,29.1,-114.0367819,North Mexico,Tap,1/1/01,-58.33399963,-7.718999863,,,
Country Code,29.1,-113.7867819,North Mexico,Tap,1/1/01,-57.64599991,-7.65500021,,,
Country Code,29.1,-112.2867819,North Mexico,Tap,1/1/01,-51.80099869,-7.047999859,,,
Country Code,29.1,-112.0367819,North Mexico,Tap,1/1/01,-50.7120018,-6.921999931,,,
Country Code,29.1,-111.7867819,North Mexico,Tap,1/1/01,-49.66500092,-6.798999786,,,
Country Code,29.1,-111.5367819,North Mexico,Tap,1/1/01,-48.67499924,-6.684000015,,,
Country Code,29.1,-111.2867819,North Mexico,Tap,1/1/01,-47.93399811,-6.59499979,,,
Country Code,29.1,-111.0367819,North Mexico,Tap,1/1/01,-47.44300079,-6.539000034,,,
Country Code,29.1,-110.7867819,North Mexico,Tap,1/1/01,-47.23600006,-6.526000023,,,
Country Code,29.1,-110.5367819,North Mexico,Tap,1/1/01,-47.34199905,-6.552999973,,,
Country Code,29.1,-110.2867819,North Mexico,Tap,1/1/01,-47.71500015,-6.616000175,,,
Country Code,29.1,-110.0367819,North Mexico,Tap,1/1/01,-48.2840004,-6.704999924,,,
Country Code,29.1,-109.7867819,North Mexico,Tap,1/1/01,-48.97999954,-6.80700016,,,
Country Code,29.1,-109.5367819,North Mexico,Tap,1/1/01,-49.74700165,-6.914000034,,,
Country Code,29.1,-109.2867819,North Mexico,Tap,1/1/01,-50.55400085,-7.019999981,,,
Country Code,29.1,-109.0367819,North Mexico,Tap,1/1/01,-51.35900116,-7.120999813,,,
Country Code,29.1,-108.7867819,North Mexico,Tap,1/1/01,-52.13600159,-7.215000153,,,
Country Code,29.1,-108.5367819,North Mexico,Tap,1/1/01,-52.94599915,-7.302000046,,,
Country Code,29.1,-108.2867819,North Mexico,Tap,1/1/01,-53.61399841,-7.375999928,,,
Country Code,29.1,-108.0367819,North Mexico,Tap,1/1/01,-54.36299896,-7.44299984,,,
Country Code,29.1,-107.7867819,North Mexico,Tap,1/1/01,-54.86399841,-7.497000217,,,
Country Code,29.1,-107.5367819,North Mexico,Tap,1/1/01,-55.26699829,-7.540999889,,,
Country Code,29.1,-107.2867819,North Mexico,Tap,1/1/01,-55.56399918,-7.574999809,,,
Country Code,29.1,-107.0367819,North Mexico,Tap,1/1/01,-55.75400162,-7.599999905,,,
Country Code,29.1,-106.7867819,North Mexico,Tap,1/1/01,-55.83100128,-7.616000175,,,
Country Code,29.1,-106.5367819,North Mexico,Tap,1/1/01,-55.77999878,-7.616000175,,,
Country Code,29.1,-106.2867819,North Mexico,Tap,1/1/01,-55.5530014,-7.592000008,,,
Country Code,29.1,-106.0367819,North Mexico,Tap,1/1/01,-55.0359993,-7.510000229,,,
Country Code,29.1,-105.7867819,North Mexico,Tap,1/1/01,-54.24300003,-7.366000175,,,
Country Code,29.1,-105.5367819,North Mexico,Tap,1/1/01,-53.38800049,-7.211999893,,,
Country Code,29.1,-105.2867819,North Mexico,Tap,1/1/01,-52.67599869,-7.097000122,,,
Country Code,29.1,-105.0367819,North Mexico,Tap,1/1/01,-52.0890007,-7.027999878,,,
Country Code,29.1,-104.7867819,North Mexico,Tap,1/1/01,-51.59899902,-6.997000217,,,
Country Code,29.1,-104.5367819,North Mexico,Tap,1/1/01,-51.22299957,-6.991000175,,,
Country Code,29.1,-104.2867819,North Mexico,Tap,1/1/01,-50.87599945,-6.995999813,,,
Country Code,29.1,-104.0367819,North Mexico,Tap,1/1/01,-50.52500153,-7.002999783,,,
Country Code,29.1,-103.7867819,North Mexico,Tap,1/1/01,-50.24100113,-7.014999866,,,
Country Code,29.1,-103.5367819,North Mexico,Tap,1/1/01,-49.83200073,-7.014999866,,,
Country Code,29.1,-103.0367819,North Mexico,Tap,1/1/01,-48.87099838,-6.993000031,,,
Country Code,29.1,-102.7867819,North Mexico,Tap,1/1/01,-48.31499863,-6.96999979,,,
Country Code,29.1,-102.5367819,North Mexico,Tap,1/1/01,-47.71099854,-6.93900013,,,
Country Code,29.1,-102.2867819,North Mexico,Tap,1/1/01,-47.06499863,-6.900000095,,,
Country Code,29.1,-102.0367819,North Mexico,Tap,1/1/01,-46.38600159,-6.855000019,,,
Country Code,29.1,-101.7867819,North Mexico,Tap,1/1/01,-45.69400024,-6.804999828,,,
Country Code,29.1,-101.5367819,North Mexico,Tap,1/1/01,-45.02000046,-6.754000187,,,
Country Code,29.1,-101.2867819,North Mexico,Tap,1/1/01,-44.41999817,-6.708000183,,,
Country Code,29.1,-101.0367819,North Mexico,Tap,1/1/01,-43.94900131,-6.676000118,,,
Country Code,29.1,-100.7867819,North Mexico,Tap,1/1/01,-43.68399811,-6.666999817,,,
Country Code,28.85,-114.2867819,North Mexico,Tap,1/1/01,-57.74399948,-7.684000015,,,
Country Code,28.85,-114.0367819,North Mexico,Tap,1/1/01,-57.16899872,-7.630000114,,,
Country Code,28.85,-113.7867819,North Mexico,Tap,1/1/01,-56.49200058,-7.565000057,,,
Country Code,28.85,-113.5367819,North Mexico,Tap,1/1/01,-55.7159996,-7.487999916,,,
Country Code,28.85,-112.2867819,North Mexico,Tap,1/1/01,-50.54399872,-6.914000034,,,
Country Code,28.85,-111.7867819,North Mexico,Tap,1/1/01,-48.12400055,-6.612999916,,,
Country Code,28.85,-111.5367819,North Mexico,Tap,1/1/01,-47.06600189,-6.472000122,,,
Country Code,28.85,-111.2867819,North Mexico,Tap,1/1/01,-46.20299911,-6.355000019,,,
Country Code,28.85,-111.0367819,North Mexico,Tap,1/1/01,-45.63999939,-6.282999992,,,
Country Code,28.85,-110.7867819,North Mexico,Tap,1/1/01,-45.48400116,-6.270999908,,,
Country Code,28.85,-110.5367819,North Mexico,Tap,1/1/01,-45.73699951,-6.320000172,,,
Country Code,28.85,-110.2867819,North Mexico,Tap,1/1/01,-46.32500076,-6.416999817,,,
Country Code,28.85,-110.0367819,North Mexico,Tap,1/1/01,-47.11899948,-6.544000149,,,
Country Code,28.85,-109.7867819,North Mexico,Tap,1/1/01,-48.03499985,-6.681000233,,,
Country Code,28.85,-109.5367819,North Mexico,Tap,1/1/01,-49.0019989,-6.818999767,,,
Country Code,28.85,-109.2867819,North Mexico,Tap,1/1/01,-49.9679985,-6.948999882,,,
Country Code,28.85,-109.0367819,North Mexico,Tap,1/1/01,-50.90000153,-7.068999767,,,
Country Code,28.85,-108.7867819,North Mexico,Tap,1/1/01,-51.77799988,-7.177999973,,,
Country Code,28.85,-108.5367819,North Mexico,Tap,1/1/01,-52.66999817,-7.276000023,,,
Country Code,28.85,-108.2867819,North Mexico,Tap,1/1/01,-53.39599991,-7.357999802,,,
Country Code,28.85,-108.0367819,North Mexico,Tap,1/1/01,-54.18600082,-7.431000233,,,
Country Code,28.85,-107.7867819,North Mexico,Tap,1/1/01,-54.71099854,-7.487999916,,,
Country Code,28.85,-107.5367819,North Mexico,Tap,1/1/01,-55.1230011,-7.532999992,,,
Country Code,28.85,-107.2867819,North Mexico,Tap,1/1/01,-55.41999817,-7.565999985,,,
Country Code,28.85,-107.0367819,North Mexico,Tap,1/1/01,-55.60400009,-7.59100008,,,
Country Code,28.85,-106.7867819,North Mexico,Tap,1/1/01,-55.68500137,-7.611000061,,,
Country Code,28.85,-106.5367819,North Mexico,Tap,1/1/01,-55.66500092,-7.626999855,,,
Country Code,28.85,-106.2867819,North Mexico,Tap,1/1/01,-55.54299927,-7.638999939,,,
Country Code,28.85,-106.0367819,North Mexico,Tap,1/1/01,-54.97700119,-7.556000233,,,
Country Code,28.85,-105.7867819,North Mexico,Tap,1/1/01,-53.7480011,-7.298999786,,,
Country Code,28.85,-105.5367819,North Mexico,Tap,1/1/01,-52.55599976,-7.053999901,,,
Country Code,28.85,-105.2867819,North Mexico,Tap,1/1/01,-51.74399948,-6.907999992,,,
Country Code,28.85,-105.0367819,North Mexico,Tap,1/1/01,-51.26499939,-6.853000164,,,
Country Code,28.85,-104.7867819,North Mexico,Tap,1/1/01,-50.88600159,-6.848999977,,,
Country Code,28.85,-104.5367819,North Mexico,Tap,1/1/01,-50.64199829,-6.870999813,,,
Country Code,28.85,-104.2867819,North Mexico,Tap,1/1/01,-50.40299988,-6.897999763,,,
Country Code,28.85,-104.0367819,North Mexico,Tap,1/1/01,-50.13399887,-6.922999859,,,
Country Code,28.85,-103.7867819,North Mexico,Tap,1/1/01,-49.81499863,-6.940999985,,,
Country Code,28.85,-103.5367819,North Mexico,Tap,1/1/01,-49.54899979,-6.956999779,,,
Country Code,28.85,-103.2867819,North Mexico,Tap,1/1/01,-49.11199951,-6.954999924,,,
Country Code,28.85,-103.0367819,North Mexico,Tap,1/1/01,-48.60599899,-6.94299984,,,
Country Code,28.85,-102.7867819,North Mexico,Tap,1/1/01,-48.0320015,-6.919000149,,,
Country Code,28.85,-102.5367819,North Mexico,Tap,1/1/01,-47.39099884,-6.885000229,,,
Country Code,28.85,-102.2867819,North Mexico,Tap,1/1/01,-46.68399811,-6.84100008,,,
Country Code,28.85,-102.0367819,North Mexico,Tap,1/1/01,-45.91999817,-6.785999775,,,
Country Code,28.85,-101.7867819,North Mexico,Tap,1/1/01,-45.11199951,-6.723999977,,,
Country Code,28.85,-101.5367819,North Mexico,Tap,1/1/01,-44.20000076,-6.651000023,,,
Country Code,28.85,-101.2867819,North Mexico,Tap,1/1/01,-42.89400101,-6.56400013,,,
Country Code,28.85,-101.0367819,North Mexico,Tap,1/1/01,-42.35300064,-6.519000053,,,
Country Code,28.85,-100.7867819,North Mexico,Tap,1/1/01,-42.07600021,-6.504000187,,,
Country Code,28.6,-114.0367819,North Mexico,Tap,1/1/01,-56.1780014,-7.55700016,,,
Country Code,28.6,-113.7867819,North Mexico,Tap,1/1/01,-55.51399994,-7.491000175,,,
Country Code,28.6,-113.5367819,North Mexico,Tap,1/1/01,-54.74900055,-7.413000107,,,
Country Code,28.6,-113.2867819,North Mexico,Tap,1/1/01,-53.88299942,-7.321000099,,,
Country Code,28.6,-111.5367819,North Mexico,Tap,1/1/01,-45.47600174,-6.247000217,,,
Country Code,28.6,-111.2867819,North Mexico,Tap,1/1/01,-44.38600159,-6.083000183,,,
Country Code,28.6,-111.0367819,North Mexico,Tap,1/1/01,-43.67399979,-5.978000164,,,
Country Code,28.6,-110.7867819,North Mexico,Tap,1/1/01,-43.54999924,-5.96600008,,,
Country Code,28.6,-110.5367819,North Mexico,Tap,1/1/01,-44.02799988,-6.052000046,,,
Country Code,28.6,-110.2867819,North Mexico,Tap,1/1/01,-44.92699814,-6.203999996,,,
Country Code,28.6,-110.0367819,North Mexico,Tap,1/1/01,-46.03499985,-6.383999825,,,
Country Code,28.6,-109.7867819,North Mexico,Tap,1/1/01,-47.22200012,-6.565999985,,,
Country Code,28.6,-109.5367819,North Mexico,Tap,1/1/01,-48.40499878,-6.736999989,,,
Country Code,28.6,-109.2867819,North Mexico,Tap,1/1/01,-49.54000092,-6.894000053,,,
Country Code,28.6,-109.0367819,North Mexico,Tap,1/1/01,-50.60400009,-7.03399992,,,
Country Code,28.6,-108.7867819,North Mexico,Tap,1/1/01,-51.5929985,-7.157000065,,,
Country Code,28.6,-108.5367819,North Mexico,Tap,1/1/01,-52.47900009,-7.263000011,,,
Country Code,28.6,-108.2867819,North Mexico,Tap,1/1/01,-53.50400162,-7.359000206,,,
Country Code,28.6,-108.0367819,North Mexico,Tap,1/1/01,-54.17900085,-7.434999943,,,
Country Code,28.6,-107.7867819,North Mexico,Tap,1/1/01,-54.72800064,-7.494999886,,,
Country Code,28.6,-107.5367819,North Mexico,Tap,1/1/01,-55.14699936,-7.539000034,,,
Country Code,28.6,-107.2867819,North Mexico,Tap,1/1/01,-55.43099976,-7.568999767,,,
